"id","reviewtext"
"2850","shipping fast item arrived time item new ultra high speed uhs 1 standard memory card works fast read write speeds watching bluray movies customer happy well"
"2851","upgraded storage plus got 15 class 10 card 16gb space see difference performance compared sandisk ultra 32gb extra space welcomed"
"2852","amazing much hold tiny disc technology amazing way cheaper stores"
"2853","things average 50 mbps standard microsd worth premium idk time worth however threw fit ended smashing little guy half resilient saying anything little guy insides look like something halo video game high technology go 2 16gb temper problem huge need consolidated data"
"2854","love expanded storage nook hd sorry amazon allready 2 kindles wanted see fuss nook still love kindles 16 gigs 80 plenty space music movies"
"2855","never go wrong sandisk products never run problem needing reformat disk usually store music plug car instead carrying annoying ipod needs synced time new music microsd drag drop"
"2856","job"
"2857","sandisk definitive memory products period tried save bucks lost money data fristration free package simpliest way get card hand"
"2858","smaller electronics finally able save card adapter fit larger bays lot storage small space looking small cards fit pad"
"2859","works great tablet loves always buy sandisk products never problem"
"2860","sandisk sdsdqua 064g u46a ultra 64 gb microsdxc class 10 uhs 1 memory card much say card fact working well research believe good fast card no complaints using galaxy note 3 using samsung kies files transfer app mac ve no problems transferring music videos docs files card"
"2861","bought memory chip gopro hero 3 camera works beautifully arrived promptly little packaging"
"2862","lotsa space man observed writing speed 10mb 7mb dedicated usb2 card reader wrote mostly music android phone speed matters faster writing"
"2863","slow expensive better options"
"2864","using cell phone far no problemsi would recommend o anyone needs memory"
"2865","works lifetime warranty case malfunction several months sandisk send replacement no cost"
"2866","purchased item lepan tc970 tablet say 34 works great 34 okay type 5 words review post"
"2867","sandisk makes no nonsense great memory works perfectly s4 couldn happier recommend sure"
"2868","prices memory go time good sale price purchased sandisk always worked flawlessly"
"2869","gift someone else needed memory space phone hope works"
"2870","beat actual sandisk quality 34 go counterfits memory rocks worked fantastic great purchase"
"2871","purchased two 64gb sd cards used android phone video recorder 3 months usage phone card would randomly unmount took many remounts reboots get card work eventually stopped accepting writes couldn even formatted although could see repurchased card couple months thing happened random unmounts moved card video recorder worked even different usage pattern died no problems 32gb cards far m staying away generation 64gb cards edit getting cards rma d quick easy lexar 128gb sd card die sent cards time haven gotten update lexar got updates replacement sandisk supposedly something fixed new card revision hope"
"2872","got cell phone motorola razr m works fine hundreds albums thousands pictures still 15 gb memory left"
